taxon,mass_g,source_mass,n,kingdom,phylum,class,order,family,genus,species,confidence,subspecies,form
Anilios_diversus,20.1,Feldman_etal_2016-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Squamata,,Typhlopidae,Anilios,Anilios diversus,99,,
Anilios_endoterus,31.8,Feldman_etal_2016-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Squamata,,Typhlopidae,Anilios,Anilios endoterus,99,,
Anilios_erycinus,8.95,Feldman_etal_2016-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Squamata,,Typhlopidae,Anilios,Anilios erycinus,99,,
Anilios_ganei,20.6,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Typhlopidae,Anilios,Anilios ganei,99,,
Anilios_grypus,47.55,Feldman_etal_2016-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Squamata,,Typhlopidae,Anilios,Anilios grypus,99,,
Anilios_guentheri,31.8,Feldman_etal_2016-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Squamata,,Typhlopidae,Anilios,Anilios guentheri,99,,
Anilios_hamatus,37.7,Feldman_etal_2016-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Squamata,,Typhlopidae,Anilios,Anilios hamatus,99,,
Anilios_howi,3.7,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Typhlopidae,Anilios,Anilios howi,99,,
Anilios_kimberleyensis,13.0,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Typhlopidae,Anilios,Anilios kimberleyensis,99,,
Anilios_leptosomus,31.8,Feldman_etal_2016-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Squamata,,Typhlopidae,Anilios,Anilios leptosoma,96,,
Anilios_leucoproctus,6.5,Feldman_etal_2016-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Squamata,,Typhlopidae,Anilios,Anilios leucoproctus,99,,
Anilios_ligatus,68.6,Feldman_etal_2016-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Squamata,,Typhlopidae,Anilios,Anilios ligatus,99,,
Anilios_longissimus,9.0,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Typhlopidae,Anilios,Anilios longissimus,99,,
Anilios_margaretae,14.7,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Typhlopidae,Anilios,Anilios margaretae,99,,
Anilios_micrommus,3.4,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Typhlopidae,Anilios,Anilios micromma,96,,
Anilios_minimus,3.1,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Typhlopidae,Anilios,Anilios minimus,99,,
Anilios_nema,9.0,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Typhlopidae,Anilios,Anilios nema,99,,
Anilios_nigrescens,282.2,Feldman_etal_2016-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Squamata,,Typhlopidae,Anilios,Anilios nigrescens,99,,
Anilios_nigricaudus,16.4,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Typhlopidae,Anilios,Anilios guentheri,96,,
Anilios_nigroterminatus,9.9,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Typhlopidae,Anilios,Anilios grypus,98,,
Anilios_pilbarensis,29.7,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Typhlopidae,Anilios,Anilios pilbarensis,99,,
Anilios_pinguis,95.65,Feldman_etal_2016-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Squamata,,Typhlopidae,Anilios,Anilios pinguis,99,,
Anilios_polygrammicus,37.8,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Typhlopidae,Anilios,,94,,
Anilios_proximus,282.2,Feldman_etal_2016-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Squamata,,Typhlopidae,Anilios,Anilios proximus,99,,
Anilios_robertsi,12.1,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Typhlopidae,Anilios,Anilios robertsi,99,,
Anilios_silvia,3.1,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Typhlopidae,Anilios,Anilios silvia,99,,
Anilios_splendidus,98.5,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Typhlopidae,Anilios,Anilios splendidus,99,,
Anilios_torresianus,39.6,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Typhlopidae,Anilios,Anilios torresianus,99,,
Anilios_tovelli,0.5,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Typhlopidae,Anilios,Anilios tovelli,99,,
Anilios_troglodytes,40.3,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Typhlopidae,Anilios,Anilios troglodytes,99,,
Anilios_unguirostris,221.8,Feldman_etal_2016-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Squamata,,Typhlopidae,Anilios,Anilios unguirostris,99,,
Anilios_waitii,129.5,Feldman_etal_2016-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Squamata,,Typhlopidae,Anilios,Anilios waitii,99,,
Anilios_wiedii,11.85,Feldman_etal_2016-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Squamata,,Typhlopidae,Anilios,Anilios wiedii,99,,
Anilios_yampiensis,0.6,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Typhlopidae,Anilios,Anilios yampiensis,99,,
Anilios_yirrikalae,3.1,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Typhlopidae,Anilios,Anilios yirrikalae,99,,
Anilius_scytale,246.4,Feldman_etal_2016-Cai_etal_2025-rdataretriever-amniote-life-hist_rdataretriever-vertnet-reptiles,4.0,Animalia,Chordata,Squamata,,Aniliidae,Anilius,Anilius scytale,99,,
Anisarchus_medius,4.945,fishbase; Froese_2014,,Animalia,Chordata,,Perciformes,Stichaeidae,Anisarchus,Anisarchus medius,99,,
Anisognathus_igniventris,33.86,Lislevand_etal_2007-Wilman_etal_2014-rdataretriever-bird-size_rdataretriever-amniote-life-hist,4.0,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Anisognathus,Anisognathus igniventris,99,,
Anisognathus_lacrymosus,31.25,Wilman_etal_2014-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Anisognathus,Anisognathus lacrymosus,99,,
Anisognathus_melanogenys,39.5,Wilman_etal_2014-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Anisognathus,Anisognathus melanogenys,99,,
Anisognathus_notabilis,39.0,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Anisognathus,Anisognathus notabilis,99,,
Anisognathus_somptuosus,44.25,Wilman_etal_2014-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Anisognathus,Anisognathus somptuosus,99,,
Anisolepis_grilli,27.33,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Leiosauridae,Anisolepis,Anisolepis grilli,99,,
Anisolepis_longicauda,28.32,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Leiosauridae,Anisolepis,Anisolepis longicauda,99,,
Anisolepis_undulatus,19.69,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Leiosauridae,Anisolepis,Anisolepis undulatus,99,,
Anisomys_imitator,510.5,Smith_2003-Faurby_etal_2018-rdataretriever-pantheria_rdataretriever-amniote-life-hist,4.0,Animalia,Chordata,Mammalia,Rodentia,Muridae,Anisomys,Anisomys imitator,99,,
Anisotremus_interruptus,3100.0,fishbase,1.0,Animalia,Chordata,,Perciformes,Haemulidae,Anisotremus,Anisotremus interruptus,99,,
Anisotremus_scapularis,896.0,fishbase,1.0,Animalia,Chordata,,Perciformes,Haemulidae,Anisotremus,Anisotremus scapularis,99,,
Anisotremus_surinamensis,742.1,Mahe_2023,,Animalia,Chordata,,Perciformes,Haemulidae,Anisotremus,Anisotremus surinamensis,99,,
Anisotremus_virginicus,198.6,Batista_2012,,Animalia,Chordata,,Perciformes,Haemulidae,Anisotremus,Anisotremus virginicus,99,,
Anisus_leucostoma,0.005499,rdataretriever-predator-prey-body-ratio,1.0,Animalia,Mollusca,Gastropoda,,Planorbidae,Anisus,Anisus leucostoma,99,,
Ankyra_judayi,1.53e-10,rdataretriever-predator-prey-body-ratio,1.0,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Characiaceae,Ankyra,Ankyra judayi,99,,
Anniella_alexanderae,8.715,Meiri_2018-Feldman_etal_2016-rdataretriever-amniote-life-hist_rdataretriever-vertnet-reptiles,4.0,Animalia,Chordata,Squamata,,Anguidae,Anniella,Anniella alexanderae,99,,
Anniella_campi,6.487,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Anguidae,Anniella,Anniella campi,99,,
Anniella_geronimensis,7.81,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Anguidae,Anniella,Anniella geronimensis,99,,
Anniella_grinnelli,6.063,Meiri_2018-Feldman_etal_2016-rdataretriever-vertnet-reptiles,3.0,Animalia,Chordata,Squamata,,Anguidae,Anniella,Anniella grinnelli,99,,
Anniella_pulchra,6.034,Meiri_2018-Feldman_etal_2016-Quaardvark-rdataretriever-amniote-life-hist_rdataretriever-vertnet-reptiles,5.0,Animalia,Chordata,Squamata,,Anguidae,Anniella,Anniella pulchra,99,,
Anniella_stebbinsi,4.69,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Anguidae,Anniella,Anniella stebbinsi,99,,
Anodonta_grandis,62.81,Brown_etal_2018,1.0,Animalia,Mollusca,Bivalvia,Unionida,Unionidae,Pyganodon,Pyganodon grandis,98,,
Anodonta_piscinalis,9.98,Brown_etal_2018,1.0,Animalia,Mollusca,Bivalvia,Unionida,Unionidae,Anodonta,Anodonta anatina,98,,
Anodontostoma_chacunda,167.9,Cai_etal_2025,1.0,Animalia,Chordata,,Clupeiformes,Clupeidae,Anodontostoma,Anodontostoma chacunda,99,,
Anodorhynchus_hyacinthinus,1368.0,Wilman_etal_2014-Quaardvark-AnAge-rdataretriever-amniote-life-hist,4.0,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Anodorhynchus,Anodorhynchus hyacinthinus,99,,
Anodorhynchus_leari,940.0,Wilman_etal_2014-AnAge-rdataretriever-amniote-life-hist,3.0,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Anodorhynchus,Anodorhynchus leari,99,,
Anodus_elongatus,184.0,fishbase,1.0,Animalia,Chordata,,Characiformes,Hemiodontidae,Anodus,Anodus elongatus,99,,
Anolis_acutus,5.205,Meiri_2018-Feldman_etal_2016-rdataretriever-amniote-life-hist,3.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis acutus,99,,
Anolis_aeneus,7.868,Meiri_2018-Feldman_etal_2016-rdataretriever-amniote-life-hist,3.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis aeneus,99,,
Anolis_aequatorialis,26.77,Meiri_2018-Feldman_etal_2016-rdataretriever-amniote-life-hist,3.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis aequatorialis,99,,
Anolis_agassizi,31.34,Meiri_2018-Feldman_etal_2016-rdataretriever-amniote-life-hist,3.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis agassizi,99,,
Anolis_agueroi,78.54,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis agueroi,99,,
Anolis_ahli,4.916,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis ahli,99,,
Anolis_alayoni,2.194,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis alayoni,99,,
Anolis_alfaroi,1.006,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis alfaroi,99,,
Anolis_aliniger,4.436,Meiri_2018-Feldman_etal_2016-rdataretriever-amniote-life-hist_rdataretriever-vertnet-reptiles,4.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis aliniger,99,,
Anolis_allisoni,15.16,Meiri_2018-Feldman_etal_2016-rdataretriever-amniote-life-hist_rdataretriever-vertnet-reptiles,4.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis allisoni,99,,
Anolis_allogus,5.198,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis allogus,99,,
Anolis_alocomyos,3.325,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis alocomyos,99,,
Anolis_altae,2.991,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis altae,99,,
Anolis_altavelensis,2.208,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis altavelensis,99,,
Anolis_altitudinalis,2.991,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis altitudinalis,99,,
Anolis_alumina,1.389,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis alumina,99,,
Anolis_alutaceus,2.378,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis alutaceus,99,,
Anolis_alvarezdeltoroi,7.21,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis alvarezdeltoroi,99,,
Anolis_amplisquamosus,2.582,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis amplisquamosus,99,,
Anolis_anatoloros,6.582,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis anatoloros,99,,
Anolis_anchicayae,5.222,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis anchicayae,99,,
Anolis_anfiloquioi,1.414,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis anfiloquioi,99,,
Anolis_angusticeps,2.631,Meiri_2018-Feldman_etal_2016-rdataretriever-amniote-life-hist_rdataretriever-vertnet-reptiles,4.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis angusticeps,98,,
Anolis_anisolepis,3.636,Meiri_2018-Feldman_etal_2016-rdataretriever-amniote-life-hist,3.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis anisolepis,99,,
Anolis_annectens,9.691,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis annectens,99,,
Anolis_anoriensis,14.2,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis anoriensis,99,,
Anolis_antioquiae,9.482,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis antioquiae,99,,
Anolis_antonii,3.508,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis antonii,99,,
Anolis_apletolepis,4.217,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis apletolepis,99,,
Anolis_apletophallus,2.208,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis apletophallus,99,,
Anolis_apollinaris,28.5,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis apollinaris,99,,
Anolis_aquaticus,8.945,Meiri_2018-Feldman_etal_2016-rdataretriever-amniote-life-hist,3.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis aquaticus,99,,
Anolis_argenteolus,4.422,Meiri_2018-Feldman_etal_2016-rdataretriever-amniote-life-hist_rdataretriever-vertnet-reptiles,4.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis argenteolus,99,,
Anolis_argillaceus,2.378,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis argillaceus,99,,
Anolis_armouri,7.349,Meiri_2018-Feldman_etal_2016-rdataretriever-vertnet-reptiles,3.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis armouri,99,,
Anolis_auratus,3.235,Meiri_2018-Feldman_etal_2016-rdataretriever-amniote-life-hist,3.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis auratus,99,,
Anolis_aurifer,3.332,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis aurifer,99,,
Anolis_bahorucoensis,2.424,Meiri_2018-Feldman_etal_2016-rdataretriever-amniote-life-hist_rdataretriever-vertnet-reptiles,4.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis bahorucoensis,99,,
Anolis_baleatus,102.9,Meiri_2018-Feldman_etal_2016-rdataretriever-amniote-life-hist_rdataretriever-vertnet-reptiles,4.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis baleatus,99,,
Anolis_baracoae,85.73,Meiri_2018-Feldman_etal_2016-rdataretriever-amniote-life-hist,3.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis baracoae,99,,
Anolis_barahonae,76.05,Meiri_2018-Feldman_etal_2016-rdataretriever-vertnet-reptiles,3.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis barahonae,99,,
Anolis_barbatus,97.18,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis barbatus,99,,
Anolis_barbouri,2.761,Meiri_2018-Feldman_etal_2016-rdataretriever-vertnet-reptiles,3.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis barbouri,99,,
Anolis_barkeri,21.01,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis barkeri,99,,
Anolis_bartschi,10.6,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis bartschi,99,,
Anolis_beckeri,5.632,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis beckeri,99,,
Anolis_bellipeniculus,7.205,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis bellipeniculus,99,,
Anolis_benedikti,2.422,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis benedikti,99,,
Anolis_bicaorum,9.367,Meiri_2018-Feldman_etal_2016-rdataretriever-amniote-life-hist,3.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis bicaorum,99,,
Anolis_bimaculatus,39.33,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis bimaculatus,99,,
Anolis_binotatus,2.09,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis binotatus,99,,
Anolis_biporcatus,29.87,Meiri_2018-Feldman_etal_2016-rdataretriever-amniote-life-hist,3.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis biporcatus,99,,
Anolis_birama,5.725,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis birama,99,,
Anolis_bitectus,3.803,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis bitectus,99,,
Anolis_blanquillanus,11.39,Meiri_2018-Feldman_etal_2016-rdataretriever-amniote-life-hist,3.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis blanquillanus,99,,
Anolis_boettgeri,6.704,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis boettgeri,99,,
Anolis_bombiceps,6.906,Meiri_2018-Feldman_etal_2016-rdataretriever-amniote-life-hist,3.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis bombiceps,99,,
Anolis_bonairensis,8.786,Meiri_2018-Feldman_etal_2016-rdataretriever-amniote-life-hist,3.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis bonairensis,99,,
Anolis_boulengerianus,5.222,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis boulengerianus,99,,
Anolis_bourgeaei,3.0,rdataretriever-vertnet-reptiles,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis laeviventris,98,,
Anolis_brasiliensis,8.12,Meiri_2018-Feldman_etal_2016-rdataretriever-amniote-life-hist,3.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis brasiliensis,99,,
Anolis_bremeri,7.784,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis bremeri,99,,
Anolis_breslini,4.522,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis breslini,99,,
Anolis_brevirostris,3.01,Meiri_2018-Feldman_etal_2016-rdataretriever-vertnet-reptiles,3.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis brevirostris,99,,
Anolis_brooksi,107.7,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis brooksi,99,,
Anolis_brunneus,9.104,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis brunneus,99,,
Anolis_calimae,4.312,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis calimae,99,,
Anolis_campbelli,2.883,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis campbelli,99,,
Anolis_capito,16.21,Meiri_2018-Feldman_etal_2016-rdataretriever-amniote-life-hist,3.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis capito,99,,
Anolis_caquetae,4.106,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis caquetae,99,,
Anolis_carlliebi,2.09,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis carlliebi,99,,
Anolis_carlostoddi,3.508,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis carlostoddi,99,,
Anolis_carolinensis,5.873,Meiri_2018-Feldman_etal_2016-Hirt_etal_2017-Cai_etal_2025-Quaardvark-rdataretriever-amniote-life-hist_rdataretriever-vertnet-reptiles,7.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis carolinensis,99,,
Anolis_carpenteri,1.66,Meiri_2018-Feldman_etal_2016-rdataretriever-amniote-life-hist,3.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis carpenteri,99,,
Anolis_casildae,26.67,Meiri_2018-Feldman_etal_2016-rdataretriever-amniote-life-hist,3.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis casildae,99,,
Anolis_caudalis,2.748,Meiri_2018-Feldman_etal_2016-rdataretriever-amniote-life-hist_rdataretriever-vertnet-reptiles,4.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis caudalis,99,,
Anolis_centralis,2.386,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis centralis,99,,
Anolis_chamaeleonides,109.5,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis chamaeleonides,99,,
Anolis_charlesmyersi,9.815,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis charlesmyersi,99,,
Anolis_chloris,3.581,Meiri_2018-Feldman_etal_2016-rdataretriever-amniote-life-hist,3.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis chloris,99,,
Anolis_chlorocyanus,9.092,Meiri_2018-Feldman_etal_2016-rdataretriever-amniote-life-hist_rdataretriever-vertnet-reptiles,4.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis chlorocyanus,99,,
Anolis_chlorodius,11.39,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis chlorodius,99,,
Anolis_chocorum,10.8,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis purpurescens,98,,
Anolis_christophei,2.35,Meiri_2018-Feldman_etal_2016-rdataretriever-amniote-life-hist_rdataretriever-vertnet-reptiles,4.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis christophei,99,,
Anolis_chrysolepis,7.906,Meiri_2018-Feldman_etal_2016-rdataretriever-amniote-life-hist,3.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis chrysolepis,99,,
Anolis_chrysops,8.095,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis chrysops,99,,
Anolis_clivicola,2.582,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis clivicola,99,,
Anolis_cobanensis,3.512,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis cobanensis,99,,
Anolis_coelestinus,10.66,Meiri_2018-Feldman_etal_2016-rdataretriever-amniote-life-hist_rdataretriever-vertnet-reptiles,4.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis chlorocyanus,98,,
Anolis_compressicauda,3.508,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis compressicauda,99,,
Anolis_concolor,10.6,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis concolor,99,,
Anolis_confusus,3.177,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis confusus,99,,
Anolis_conspersus,8.419,Meiri_2018-Feldman_etal_2016-rdataretriever-amniote-life-hist,3.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis conspersus,99,,
Anolis_cooki,7.067,Meiri_2018-Feldman_etal_2016-rdataretriever-amniote-life-hist,3.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis cooki,99,,
Anolis_crassulus,3.624,Meiri_2018-Feldman_etal_2016-rdataretriever-vertnet-reptiles,3.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis crassulus,99,,
Anolis_cristatellus,9.001,Meiri_2018-Feldman_etal_2016-Hirt_etal_2017-rdataretriever-amniote-life-hist_rdataretriever-vertnet-reptiles,5.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis cristatellus,99,,
Anolis_cristifer,14.01,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis cristifer,99,,
